name,owner,stars,forks,language,created_at,updated_at,size_kb,watchers_count,open_issues,owner_type,owner_public_repos,owner_location,subscribers_count,last_year_commits,contributors,closed_issues,pull_requests
nocodb,nocodb,55299,3956,TypeScript,2017-10-29T18:51:48Z,2025-06-21T18:12:13Z,1353457,55299,707,Organization,32,San Francisco,377,11111,313,1627,40
react-router,remix-run,55091,10642,TypeScript,2014-05-16T22:22:51Z,2025-06-21T21:42:46Z,38544,55091,239,Organization,31,,807,1263,427,1229,89
zustand,pmndrs,53031,1714,TypeScript,2019-04-09T09:10:06Z,2025-06-21T21:42:29Z,7521,53031,7,Organization,83,https://opencollective.com/pmndrs,174,184,297,130,4
AFFiNE,toeverything,51903,3471,TypeScript,2022-07-31T18:45:21Z,2025-06-21T20:14:22Z,536841,51903,222,Organization,43,Singapore,242,4162,172,2000,75
ionic-framework,ionic-team,51826,13457,TypeScript,2013-08-20T23:06:02Z,2025-06-21T18:10:05Z,1506986,51826,585,Organization,357,Cyberspace,1582,289,394,1051,27
astro,withastro,51792,2791,TypeScript,2021-03-15T17:19:47Z,2025-06-21T21:46:41Z,196867,51792,238,Organization,43,,205,1862,350,1239,43
appwrite,appwrite,51435,4516,TypeScript,2019-04-08T16:36:25Z,2025-06-21T21:22:41Z,339497,51435,804,Organization,133,"Planet Earth, Milky Way",385,5197,349,826,178
core,vuejs,50585,8717,TypeScript,2018-06-12T13:49:36Z,2025-06-21T21:52:00Z,35714,50585,1041,Organization,124,All Over the World,757,744,441,561,390
DefinitelyTyped,DefinitelyTyped,49932,30414,TypeScript,2012-10-05T16:39:45Z,2025-06-21T21:18:52Z,743463,49932,721,Organization,22,,640,2426,389,1516,158
joplin,laurent22,49843,5366,TypeScript,2017-01-16T21:49:41Z,2025-06-21T18:41:00Z,575463,49843,552,User,191,London,484,1564,435,986,20
cypress,cypress-io,48718,3300,TypeScript,2015-03-04T00:46:28Z,2025-06-21T18:50:53Z,749444,48718,1351,Organization,217,"Atlanta, GA",602,1005,413,1330,27
cline,cline,46006,5795,TypeScript,2024-07-06T07:28:10Z,2025-06-21T21:48:25Z,186580,46006,767,Organization,8,,256,2640,172,2000,82
type-challenges,type-challenges,45735,4985,TypeScript,2020-07-23T14:33:11Z,2025-06-21T21:48:36Z,3269,45735,32117,Organization,5,,161,56,234,214,39
query,TanStack,45588,3271,TypeScript,2019-09-10T19:23:58Z,2025-06-21T21:22:45Z,90118,45588,111,Organization,20,"Salt Lake City, Utah, USA",213,842,466,781,47
quill,slab,45548,3511,TypeScript,2012-07-30T23:23:18Z,2025-06-21T14:38:36Z,18249,45548,561,Organization,25,United States of America,489,5,141,69,67
pixijs,pixijs,45278,4863,TypeScript,2013-01-21T22:40:50Z,2025-06-21T15:58:20Z,114162,45278,472,Organization,37,,989,298,384,182,34
jest,jestjs,44843,6554,TypeScript,2013-12-10T00:18:04Z,2025-06-21T21:19:41Z,310224,44843,256,Organization,2,,562,217,429,397,18
lx-music-desktop,lyswhut,44653,6292,TypeScript,2019-08-14T14:31:08Z,2025-06-21T19:18:23Z,71910,44653,915,User,47,,376,166,15,90,9
hyper,vercel,44031,3531,TypeScript,2016-07-01T06:01:21Z,2025-06-21T08:50:00Z,24532,44031,1016,Organization,174,United States of America,484,0,257,13,77
fuels-ts,FuelLabs,43715,1374,TypeScript,2021-09-03T18:11:03Z,2025-06-21T14:20:24Z,113722,43715,66,Organization,193,Ethereum,116,634,59,483,10
babel,babel,43622,5719,TypeScript,2014-09-28T13:38:23Z,2025-06-21T16:30:57Z,132720,43622,768,Organization,63,Flavortown,804,571,413,517,168
react-hook-form,react-hook-form,43349,2210,TypeScript,2019-03-05T23:47:10Z,2025-06-21T20:21:38Z,29874,43349,91,Organization,15,World,174,159,331,317,13
react-use,streamich,43161,3235,TypeScript,2018-10-27T10:16:05Z,2025-06-21T18:54:36Z,84040,43161,624,User,435,Metaverse,261,34,166,9,275
Rocket.Chat,RocketChat,42841,11868,TypeScript,2015-05-19T07:36:09Z,2025-06-21T21:32:36Z,1830412,42841,3296,Organization,313,,872,1878,372,1324,715
prisma,prisma,42615,1767,TypeScript,2019-06-20T13:33:47Z,2025-06-21T20:01:49Z,148703,42615,2316,Organization,159,United States of America,236,731,273,2000,35
expo,expo,41203,7345,TypeScript,2016-08-15T17:14:25Z,2025-06-21T21:52:16Z,3371390,41203,760,Organization,420,United States of America,321,4436,407,2000,321
styled-components,styled-components,40826,2511,TypeScript,2016-08-16T06:41:32Z,2025-06-21T04:43:22Z,34603,40826,320,Organization,35,,345,34,335,43,24
vuetify,vuetifyjs,40561,7041,TypeScript,2016-09-12T00:39:35Z,2025-06-21T04:35:11Z,95571,40561,697,Organization,38,,582,865,432,983,176
tldraw,tldraw,40512,2563,TypeScript,2021-05-09T11:48:37Z,2025-06-21T21:09:09Z,792765,40512,299,Organization,19,United Kingdom,159,1324,189,1174,42
hexo,hexojs,40432,4933,TypeScript,2012-09-23T15:17:08Z,2025-06-21T15:12:21Z,7029,40432,89,Organization,75,,809,33,174,74,17
Flowise,FlowiseAI,40423,20701,TypeScript,2023-03-31T12:23:09Z,2025-06-21T20:45:24Z,60241,40423,589,Organization,15,,298,525,228,684,53
firecrawl,mendableai,40334,3772,TypeScript,2024-04-15T21:02:29Z,2025-06-21T21:50:49Z,59900,40334,195,Organization,49,United States of America,208,2697,91,624,53
chakra-ui,chakra-ui,39262,3430,TypeScript,2019-08-17T14:27:54Z,2025-06-21T02:25:10Z,178510,39262,8,Organization,24,https://opencollective.com/chakra-ui,201,1700,407,591,8
zod,colinhacks,38683,1508,TypeScript,2020-03-07T20:59:08Z,2025-06-21T18:50:49Z,20498,38683,526,User,151,"Seattle, WA",70,388,380,830,64
slidev,slidevjs,38466,1591,TypeScript,2021-04-24T01:25:23Z,2025-06-21T18:22:46Z,79131,38466,147,Organization,18,,145,358,285,152,15
jsoncrack.com,AykutSarac,37779,2527,TypeScript,2022-01-30T15:25:18Z,2025-06-21T10:26:26Z,40939,37779,41,User,23,Turkey,208,253,35,21,5
trpc,trpc,37631,1376,TypeScript,2020-07-18T01:17:11Z,2025-06-21T19:21:30Z,46878,37631,177,Organization,21,,89,559,457,743,44
upscayl,upscayl,37518,1726,TypeScript,2022-07-30T17:19:20Z,2025-06-21T21:11:41Z,550913,37518,60,Organization,13,,174,139,42,152,0
RSSHub,DIYgod,37409,8215,TypeScript,2018-04-02T14:43:21Z,2025-06-21T16:43:41Z,642627,37409,360,User,89,Singapore,365,2616,429,1454,19
appsmith,appsmithorg,37280,4101,TypeScript,2020-06-30T04:07:36Z,2025-06-21T20:07:41Z,790477,37280,4402,Organization,43,United States of America,290,2233,322,2000,52
ant-design-pro,ant-design,37229,8198,TypeScript,2017-08-25T10:40:44Z,2025-06-21T06:02:08Z,13761,37229,214,Organization,138,"HangZhou, China",739,22,305,69,5
novu,novuhq,37139,4044,TypeScript,2021-08-26T15:22:44Z,2025-06-21T14:56:28Z,228056,37139,241,Organization,105,,171,2360,362,1518,20
plane,makeplane,36761,2383,TypeScript,2022-11-19T12:55:01Z,2025-06-21T20:56:14Z,155136,36761,507,Organization,17,United States of America,132,1764,121,988,37
cal.com,calcom,36723,9754,TypeScript,2021-03-22T13:47:42Z,2025-06-21T21:09:28Z,994385,36723,1296,Organization,35,Remote,170,3237,449,2000,232
taro,NervJS,36625,4851,TypeScript,2018-04-08T09:32:26Z,2025-06-21T13:40:21Z,1584035,36625,1563,Organization,81,Shenzhen,689,399,332,657,84
ink-kit,inkonchain,36618,402,TypeScript,2024-11-04T16:32:17Z,2025-06-21T21:32:14Z,1090,36618,2,Organization,7,,59,220,11,43,1
insomnia,Kong,36608,2085,TypeScript,2016-04-23T03:54:26Z,2025-06-21T17:52:22Z,134205,36608,724,Organization,518,San Francisco,251,724,315,542,52
lerna,lerna,35957,2276,TypeScript,2015-12-04T09:36:55Z,2025-06-20T09:20:16Z,38824,35957,398,Organization,5,,250,45,331,49,5
date-fns,date-fns,35881,1830,TypeScript,2014-10-06T10:24:22Z,2025-06-21T21:21:42Z,23128,35881,830,Organization,15,Spacetime,207,74,384,27,207
payload,payloadcms,35644,2578,TypeScript,2021-01-05T18:49:45Z,2025-06-21T21:16:12Z,146883,35644,666,Organization,69,"Grand Rapids, MI",136,2857,379,2000,312
typeorm,typeorm,35458,6417,TypeScript,2016-02-29T07:41:14Z,2025-06-21T20:08:47Z,29880,35458,2455,Organization,19,,349,163,426,587,133
siyuan,siyuan-note,35415,2184,TypeScript,2020-08-30T09:21:35Z,2025-06-21T21:02:31Z,454468,35415,419,Organization,37,China,152,3656,76,1516,12
chatbox,chatboxai,35381,3383,TypeScript,2023-03-06T12:22:15Z,2025-06-21T16:49:55Z,23022,35381,768,Organization,1,,191,175,49,241,42
Langchain-Chatchat,chatchat-space,35349,5921,TypeScript,2023-03-31T12:12:45Z,2025-06-21T17:41:57Z,144216,35349,186,Organization,3,,295,223,153,249,18
nativefier,nativefier,35221,2231,TypeScript,2015-07-05T05:56:42Z,2025-06-20T21:31:20Z,6372,35221,258,Organization,4,,445,0,130,0,3
spacedrive,spacedriveapp,34784,1064,TypeScript,2021-09-27T05:09:04Z,2025-06-21T21:25:40Z,219432,34784,122,Organization,30,,207,655,112,15,6
AgentGPT,reworkd,34378,9444,TypeScript,2023-04-07T02:29:19Z,2025-06-21T17:36:25Z,91869,34378,211,Organization,8,"San Francisco, CA",324,8,69,7,82
formik,jaredpalmer,34246,2802,TypeScript,2017-06-14T19:50:59Z,2025-06-21T15:42:37Z,15829,34246,829,User,190,"New York, NY",229,8,427,21,129
solid,solidjs,33818,975,TypeScript,2018-04-24T16:36:27Z,2025-06-21T21:46:26Z,13886,33818,132,Organization,31,,213,90,162,73,27
full-stack-fastapi-template,fastapi,33525,6390,TypeScript,2019-02-23T15:08:34Z,2025-06-21T21:25:28Z,3483,33525,215,Organization,6,,280,293,65,172,48
portainer,portainer,33319,2597,TypeScript,2016-05-19T20:15:28Z,2025-06-21T21:33:10Z,82107,33319,766,Organization,55,"Auckland, New Zealand",472,408,221,89,178
immutable-js,immutable-js,33046,1775,TypeScript,2014-07-02T06:02:29Z,2025-06-21T21:49:25Z,123553,33046,111,Organization,3,,496,203,213,97,18
mattermost,mattermost,32862,7819,TypeScript,2015-06-15T06:50:02Z,2025-06-21T21:26:22Z,846866,32862,932,Organization,246,,541,2111,394,2000,275
jan,menloresearch,32695,1906,TypeScript,2023-08-17T02:17:10Z,2025-06-21T22:48:35Z,1174724,32695,166,Organization,84,,181,1640,74,1022,27
outline,outline,32572,2649,TypeScript,2016-05-22T21:31:47Z,2025-06-21T22:10:20Z,72111,32572,114,Organization,20,United States of America,177,1393,188,1036,17
pnpm,pnpm,31934,1148,TypeScript,2016-01-28T07:40:43Z,2025-06-21T21:00:24Z,185832,31934,1886,Organization,110,,143,726,316,578,72
Reactive-Resume,AmruthPillai,31878,3329,TypeScript,2020-03-25T14:08:22Z,2025-06-21T21:58:52Z,108419,31878,321,User,181,"Berlin, Germany",125,138,135,522,21
shardeum,shardeum,31871,689,TypeScript,2024-04-16T22:37:25Z,2025-06-20T16:03:43Z,28645,31871,81,Organization,73,,295,509,43,267,73
lossless-cut,mifi,31831,1492,TypeScript,2016-10-30T10:49:56Z,2025-06-21T21:35:17Z,21379,31831,203,User,175,Norway,246,518,116,130,4
bulletproof-react,alan2207,31764,2882,TypeScript,2021-05-30T14:47:16Z,2025-06-21T17:16:49Z,2171,31764,44,User,66,,237,19,46,5,8
chatbot-ui,mckaywrigley,31598,9034,TypeScript,2023-03-11T14:53:14Z,2025-06-21T22:03:48Z,3644,31598,214,User,63,,261,1,46,18,43
swr,vercel,31584,1269,TypeScript,2019-10-28T18:16:01Z,2025-06-21T19:08:08Z,3513,31584,166,Organization,174,United States of America,218,30,186,37,34
graphql-engine,hasura,31580,2806,TypeScript,2018-06-18T07:57:36Z,2025-06-21T19:29:35Z,5191628,31580,2369,Organization,429,"San Francisco, Bangalore",324,1161,393,99,130
etcher,balena-io,31559,2229,TypeScript,2015-10-27T16:53:23Z,2025-06-21T16:41:02Z,100933,31559,571,Organization,90,United States of America,447,27,87,45,34
remix,remix-run,31362,2656,TypeScript,2020-10-26T19:57:28Z,2025-06-21T22:12:35Z,54221,31362,2,Organization,31,,231,501,460,560,1
rxjs,ReactiveX,31335,3010,TypeScript,2015-03-15T06:17:10Z,2025-06-21T15:58:03Z,49357,31335,274,Organization,42,,451,2,425,16,54
refine,refinedev,31334,2533,TypeScript,2021-01-20T12:01:32Z,2025-06-21T19:58:51Z,7454228,31334,34,Organization,12,United States of America,140,499,282,239,9
html2canvas,niklasvh,31324,4873,TypeScript,2011-07-16T01:05:58Z,2025-06-20T20:41:24Z,117300,31324,1029,User,49,Singapore,504,0,44,16,75
floating-ui,floating-ui,31307,1638,TypeScript,2016-03-29T17:00:47Z,2025-06-21T19:14:42Z,40401,31307,29,Organization,5,,254,214,113,151,7
tiptap,ueberdosis,31056,2536,TypeScript,2018-08-20T19:58:58Z,2025-06-21T22:27:22Z,55950,31056,658,Organization,37,"Berlin, Germany",164,691,384,401,51
directus,directus,30955,4249,TypeScript,2012-12-12T01:35:36Z,2025-06-21T20:46:03Z,405473,30955,317,Organization,19,"Brooklyn, NY",321,949,446,1361,21
slate,ianstormtaylor,30847,3291,TypeScript,2016-06-18T01:52:42Z,2025-06-21T06:22:27Z,24797,30847,681,User,203,"San Francisco, CA",301,113,453,114,18
backstage,backstage,30598,6603,TypeScript,2020-01-24T22:39:49Z,2025-06-21T22:05:51Z,12136451,30598,461,Organization,27,,236,10037,366,2000,116
editor.js,codex-team,30388,2163,TypeScript,2015-11-28T20:56:35Z,2025-06-21T18:26:18Z,20644,30388,678,Organization,147,,250,57,53,29,82
xyflow,xyflow,30208,1958,TypeScript,2019-07-15T14:47:30Z,2025-06-21T16:43:42Z,38788,30208,98,Organization,22,Berlin,129,1041,105,388,21
fabric.js,fabricjs,30142,3581,TypeScript,2010-06-09T22:24:38Z,2025-06-21T21:10:41Z,237247,30142,467,Organization,9,,471,229,282,282,48
sequelize,sequelize,30038,4297,TypeScript,2010-07-22T07:11:11Z,2025-06-21T15:35:31Z,73011,30038,972,Organization,26,,404,518,373,239,90
uppy,transloadit,29901,2064,TypeScript,2015-11-16T12:32:33Z,2025-06-21T06:04:51Z,406140,29901,166,Organization,33,All around the World,322,319,425,233,13
cheerio,cheeriojs,29540,1672,TypeScript,2011-10-09T04:23:20Z,2025-06-21T22:22:44Z,18495,29540,28,Organization,3,,357,575,136,359,7
medusa,medusajs,29512,3403,TypeScript,2020-01-18T13:39:04Z,2025-06-21T20:18:43Z,556704,29512,139,Organization,34,,180,2950,353,1978,42
hey,heyverse,29265,1748,TypeScript,2022-03-19T15:01:46Z,2025-06-21T22:37:12Z,57483,29265,4,Organization,4,India,160,1218,8,419,2
react-three-fiber,pmndrs,29096,1699,TypeScript,2019-02-25T14:31:51Z,2025-06-21T21:12:43Z,25783,29096,100,Organization,83,https://opencollective.com/pmndrs,211,149,206,118,17
ink,vadimdemedes,29031,675,TypeScript,2017-06-12T06:12:28Z,2025-06-21T21:37:46Z,1547,29031,83,User,190,Ukraine,111,24,115,22,14
mantine,mantinedev,29001,2073,TypeScript,2021-01-07T14:02:19Z,2025-06-21T15:25:24Z,174733,29001,32,Organization,24,,102,1457,463,498,10
motion,motiondivision,28943,974,TypeScript,2018-11-16T09:48:38Z,2025-06-21T20:57:31Z,1249895,28943,291,Organization,5,Netherlands,109,945,114,286,11
drizzle-orm,drizzle-team,28817,908,TypeScript,2021-06-24T09:03:05Z,2025-06-21T22:18:58Z,40711,28817,1579,Organization,39,,55,898,115,472,242
trilium,TriliumNext,28797,1932,TypeScript,2017-05-23T00:30:20Z,2025-06-21T21:21:55Z,349567,28797,1238,Organization,14,,276,1,150,711,5
postcss,postcss,28796,1579,TypeScript,2013-09-24T23:06:48Z,2025-06-20T10:42:32Z,10823,28796,27,Organization,55,,504,125,380,53,1
cherry-studio,CherryHQ,28793,2497,TypeScript,2024-05-24T01:56:26Z,2025-06-21T22:13:48Z,72464,28793,852,Organization,11,China,137,3125,215,2000,87
react-spring,pmndrs,28740,1208,TypeScript,2018-03-07T15:39:32Z,2025-06-21T18:54:14Z,676157,28740,121,Organization,83,https://opencollective.com/pmndrs,192,33,178,23,9
refined-github,refined-github,28539,1576,TypeScript,2016-02-15T16:45:02Z,2025-06-21T21:45:09Z,25175,28539,137,Organization,7,,231,465,347,283,2
xstate,statelyai,28361,1312,TypeScript,2015-09-14T15:04:15Z,2025-06-21T20:39:01Z,270655,28361,153,Organization,28,United States of America,192,156,340,88,50
twenty,twentyhq,28347,3317,TypeScript,2022-12-01T13:04:40Z,2025-06-21T21:29:08Z,295974,28347,203,Organization,3,,132,3724,449,2000,17
gitbook,GitbookIO,28053,3985,TypeScript,2014-03-31T03:01:56Z,2025-06-21T18:50:29Z,361905,28053,90,Organization,181,United States of America,694,844,28,731,39
react-select,JedWatson,27962,4143,TypeScript,2014-08-26T04:27:45Z,2025-06-21T16:45:15Z,19745,27962,462,User,100,Sydney,216,13,363,44,90
mobx,mobxjs,27946,1791,TypeScript,2015-03-14T14:31:38Z,2025-06-21T22:38:49Z,20940,27946,69,Organization,34,,330,56,322,31,15
headlessui,tailwindlabs,27506,1141,TypeScript,2020-09-16T09:53:09Z,2025-06-21T15:57:41Z,6827,27506,120,Organization,27,,164,88,71,103,13
create-t3-app,t3-oss,27407,1336,TypeScript,2022-05-24T13:31:01Z,2025-06-21T16:36:26Z,8067,27407,82,Organization,8,,103,78,346,91,24
continue,continuedev,27237,3007,TypeScript,2023-05-24T03:39:39Z,2025-06-21T20:26:20Z,678236,27237,958,Organization,28,,122,8562,361,2000,58
LibreChat,danny-avila,27013,4783,TypeScript,2023-02-12T01:06:52Z,2025-06-21T22:47:50Z,90389,27013,223,User,36,,159,768,219,1744,62
next-auth,nextauthjs,26970,3863,TypeScript,2018-01-27T12:28:16Z,2025-06-21T22:27:16Z,68718,26970,488,Organization,24,,109,451,459,491,137
angular-cli,angular,26937,11962,TypeScript,2015-06-04T19:49:37Z,2025-06-21T13:43:19Z,189624,26937,297,Organization,205,United States of America,989,1623,409,1595,13
umami,umami-software,26903,5039,TypeScript,2020-07-17T07:59:00Z,2025-06-21T19:10:16Z,20663,26903,86,Organization,16,,117,776,300,275,17
Folo,RSSNext,26749,1162,TypeScript,2024-04-08T03:23:35Z,2025-06-21T22:45:19Z,53341,26749,196,Organization,15,,96,4705,131,1355,5
table,TanStack,26584,3249,TypeScript,2016-10-20T17:25:08Z,2025-06-21T18:44:12Z,28073,26584,282,Organization,20,"Salt Lake City, Utah, USA",174,99,445,102,60
everyone-can-use-english,ZuodaoTech,26290,3903,TypeScript,2019-03-15T16:33:53Z,2025-06-21T16:15:51Z,275893,26290,70,Organization,5,,285,556,68,40,0
element-plus,element-plus,26093,18705,TypeScript,2020-07-21T06:51:19Z,2025-06-21T18:50:38Z,786452,26093,1985,Organization,29,China,213,884,424,1178,441
nx,nrwl,26090,2542,TypeScript,2017-08-11T18:50:23Z,2025-06-21T20:43:56Z,709060,26090,745,Organization,143,United States of America,172,2443,403,2000,113
discord.js,discordjs,26059,4001,TypeScript,2015-08-10T13:36:26Z,2025-06-21T16:16:56Z,60243,26059,107,Organization,32,https://discord.gg/djs,427,362,360,407,31
Bilibili-Evolved,the1812,26006,1652,TypeScript,2018-07-16T07:48:06Z,2025-06-21T19:26:19Z,311495,26006,446,User,25,"Hangzhou, China",121,398,66,92,10
react-admin,marmelab,25939,5378,TypeScript,2016-07-13T07:58:54Z,2025-06-21T15:39:19Z,439275,25939,77,Organization,305,France,270,2874,359,395,19
jitsi-meet,jitsi,25786,7248,TypeScript,2013-12-16T12:51:09Z,2025-06-21T17:13:39Z,325957,25786,164,Organization,171,Global,508,854,367,767,51
ngx-admin,akveo,25531,7991,TypeScript,2016-05-25T10:09:03Z,2025-06-21T09:11:43Z,69011,25531,485,Organization,28,United States of America,876,1,33,2,64
recharts,recharts,25360,1790,TypeScript,2015-08-07T06:50:27Z,2025-06-21T15:19:41Z,31956,25360,454,Organization,11,,176,886,307,608,3
InvokeAI,invoke-ai,25347,2589,TypeScript,2022-08-17T01:04:27Z,2025-06-21T21:17:09Z,344976,25347,767,Organization,13,,206,4949,324,509,43
PicGo,Molunerfinn,25311,2286,TypeScript,2017-12-12T08:39:44Z,2025-06-21T21:59:07Z,3836,25311,40,User,65,China,185,14,19,47,1
web-check,Lissy93,25294,2002,TypeScript,2023-06-25T14:32:11Z,2025-06-21T22:33:02Z,27233,25294,68,User,122,"London, UK",144,34,26,43,13
SwitchHosts,oldj,25247,2566,TypeScript,2011-09-02T09:38:09Z,2025-06-21T14:40:39Z,34117,25247,399,User,32,"Hangzhou, China",403,30,39,9,3
autocomplete,withfig,24941,5512,TypeScript,2020-09-29T02:21:06Z,2025-06-21T19:00:04Z,38860,24941,181,Organization,42,United States of America,88,179,408,61,42
fingerprintjs,fingerprintjs,24904,2397,TypeScript,2015-02-11T08:49:54Z,2025-06-21T18:45:17Z,2986,24904,16,Organization,70,Fully remote,428,50,84,29,1
coc.nvim,neoclide,24901,966,TypeScript,2018-05-01T22:39:02Z,2025-06-21T08:15:09Z,76631,24901,21,Organization,68,China,127,459,259,141,3
NativeScript,NativeScript,24836,1661,TypeScript,2015-03-01T09:47:08Z,2025-06-21T10:23:16Z,177920,24836,912,Organization,249,,653,153,232,92,46
